id,Length,Height,Whole weight,Sex_I,Sex_M,DimensionsCluster,Rings
78354,0.465,0.12,0.5695,0,0,1,7
78355,0.42,0.095,0.406,0,1,1,7
78356,0.32,0.07,0.1145,1,0,1,5
78357,0.55,0.135,0.8515,0,0,0,14
78358,0.5,0.125,0.62,0,1,0,10
78359,0.51,0.12,0.6175,0,1,0,8
78360,0.185,0.055,0.028,1,0,1,4
78361,0.72,0.205,1.9885,0,1,2,15
78362,0.62,0.16,1.206,0,0,2,9
78363,0.7,0.195,1.742,0,0,2,21
78364,0.355,0.095,0.2405,0,0,1,7
78365,0.61,0.165,1.1665,0,0,0,10
78366,0.565,0.155,1.027,0,0,0,13
78367,0.175,0.04,0.0545,1,0,1,3
78368,0.67,0.17,1.3905,0,0,2,11
78369,0.315,0.07,0.144,1,0,1,7
78370,0.595,0.155,1.201,0,1,0,9
78371,0.55,0.135,0.793,0,1,0,8
78372,0.44,0.115,0.451,0,1,1,12
78373,0.625,0.16,1.1775,0,0,0,9
78374,0.335,0.095,0.1965,1,0,1,7
78375,0.655,0.205,1.7835,0,0,2,23
78376,0.235,0.055,0.058,1,0,1,6
78377,0.6,0.155,1.053,0,0,0,10
78378,0.63,0.185,1.337,0,1,2,10
78379,0.685,0.17,1.5915,0,0,2,12
78380,0.6,0.155,1.059,0,1,0,9
78381,0.585,0.155,0.923,1,0,0,10
78382,0.55,0.15,0.921,0,1,0,8
78383,0.47,0.11,0.4475,1,0,1,7
78384,0.645,0.185,1.114,0,1,0,17
78385,0.645,0.175,1.3485,0,1,2,9
78386,0.58,0.145,0.8655,0,0,0,9
78387,0.56,0.165,0.9745,0,0,0,19
78388,0.575,0.16,0.857,0,0,0,14
78389,0.39,0.115,0.271,0,1,1,10
78390,0.23,0.045,0.0265,1,0,1,5
78391,0.555,0.14,0.8525,0,1,0,8
78392,0.645,0.19,1.539,0,1,2,15
78393,0.325,0.075,0.152,1,0,1,5
78394,0.74,0.18,1.652,0,1,2,12
78395,0.615,0.175,1.1735,0,1,0,10
78396,0.505,0.135,0.594,1,0,1,8
78397,0.57,0.15,0.9235,0,0,0,9
78398,0.435,0.1,0.3435,1,0,1,10
78399,0.465,0.115,0.4895,1,0,1,8
78400,0.33,0.085,0.1765,1,0,1,6
78401,0.325,0.075,0.183,1,0,1,5
78402,0.71,0.195,1.8485,0,0,2,11
78403,0.3,0.075,0.1195,0,1,1,9
78404,0.54,0.155,0.832,0,1,0,8
78405,0.53,0.145,0.7365,0,0,0,9
78406,0.475,0.115,0.46,1,0,1,6
78407,0.405,0.09,0.315,1,0,1,8
78408,0.575,0.145,0.959,0,0,0,14
78409,0.42,0.105,0.336,1,0,1,8
78410,0.405,0.1,0.3025,0,1,1,7
78411,0.595,0.145,1.2255,0,0,2,10
78412,0.505,0.14,0.569,1,0,1,8
78413,0.355,0.095,0.192,0,1,1,9
78414,0.425,0.1,0.3685,1,0,1,7
78415,0.395,0.105,0.3,1,0,1,7
78416,0.635,0.205,1.548,0,1,2,9
78417,0.59,0.145,0.9335,0,1,0,9
78418,0.33,0.085,0.163,1,0,1,6
78419,0.685,0.15,1.5115,0,1,2,10
78420,0.49,0.11,0.511,0,1,1,8
78421,0.32,0.08,0.131,1,0,1,6
78422,0.58,0.165,1.082,0,0,0,11
78423,0.575,0.19,1.099,0,0,0,23
78424,0.67,0.155,1.5185,0,1,2,9
78425,0.325,0.075,0.149,1,0,1,7
78426,0.72,0.195,1.913,0,1,2,11
78427,0.62,0.155,1.049,0,1,0,11
78428,0.65,0.19,1.5115,0,0,2,11
78429,0.615,0.17,1.145,0,1,0,15
78430,0.5,0.14,0.6615,0,0,0,10
78431,0.71,0.205,2.2205,0,0,2,11
78432,0.655,0.175,1.3415,0,1,2,10
78433,0.47,0.125,0.478,0,0,1,9
78434,0.565,0.135,0.874,0,0,0,10
78435,0.61,0.155,1.1295,0,0,0,12
78436,0.38,0.11,0.256,1,0,1,5
78437,0.51,0.155,0.6815,0,1,0,17
78438,0.675,0.185,1.494,0,0,2,11
78439,0.705,0.175,1.564,0,0,2,12
78440,0.605,0.175,1.1135,0,1,0,9
78441,0.525,0.145,0.7995,0,1,0,14
78442,0.585,0.165,0.9885,0,0,0,11
78443,0.29,0.06,0.1195,1,0,1,7
78444,0.43,0.12,0.3595,1,0,1,8
78445,0.665,0.19,1.2415,0,0,2,10
78446,0.57,0.14,0.8605,0,1,0,11
78447,0.32,0.085,0.1785,1,0,1,9
78448,0.355,0.085,0.2485,0,1,1,12
78449,0.515,0.165,0.9555,0,1,0,15
78450,0.63,0.155,1.0735,0,0,0,9
78451,0.56,0.175,0.991,0,0,0,20
78452,0.37,0.1,0.2305,1,0,1,7
78453,0.545,0.135,0.858,0,1,0,10
78454,0.58,0.165,1.2155,0,0,2,11
78455,0.595,0.15,0.852,0,1,0,9
78456,0.57,0.13,0.849,0,1,0,9
78457,0.5,0.115,0.6655,1,0,0,8
78458,0.665,0.195,1.539,0,0,2,13
78459,0.605,0.155,1.1785,0,1,0,9
78460,0.245,0.06,0.097,1,0,1,6
78461,0.66,0.185,1.4195,0,1,2,11
78462,0.675,0.225,1.587,0,0,2,11
78463,0.435,0.11,0.3915,1,0,1,7
78464,0.225,0.04,0.0315,0,1,1,5
78465,0.335,0.085,0.1785,1,0,1,8
78466,0.715,0.19,1.6755,0,1,2,11
78467,0.61,0.15,1.2395,0,1,2,13
78468,0.385,0.1,0.2755,1,0,1,7
78469,0.52,0.145,0.7995,0,1,0,10
78470,0.19,0.045,0.0325,1,0,1,4
78471,0.365,0.085,0.2145,1,0,1,8
78472,0.28,0.07,0.1585,1,0,1,7
78473,0.305,0.075,0.1455,1,0,1,5
78474,0.26,0.07,0.1145,1,0,1,6
78475,0.645,0.205,1.489,0,1,2,18
78476,0.515,0.125,0.764,0,0,0,8
78477,0.55,0.165,0.9,1,0,0,14
78478,0.52,0.125,0.6855,1,0,0,10
78479,0.36,0.075,0.1885,1,0,1,6
78480,0.555,0.175,0.8205,0,0,0,13
78481,0.68,0.195,1.543,0,1,2,10
78482,0.275,0.07,0.144,1,0,1,5
78483,0.535,0.13,0.7665,0,0,0,9
78484,0.5,0.125,0.646,0,0,0,13
78485,0.255,0.05,0.0385,1,0,1,4
78486,0.44,0.11,0.366,1,0,1,8
78487,0.59,0.16,1.065,0,1,0,12
78488,0.29,0.07,0.1065,1,0,1,7
78489,0.47,0.12,0.439,0,0,1,8
78490,0.5,0.135,0.565,0,0,1,8
78491,0.58,0.22,1.4685,0,0,2,13
78492,0.575,0.155,0.879,0,1,0,10
78493,0.455,0.12,0.4925,1,0,1,8
78494,0.13,0.035,0.021,1,0,1,4
78495,0.475,0.11,0.4545,1,0,1,8
78496,0.575,0.145,0.871,0,1,0,9
78497,0.395,0.095,0.3055,1,0,1,7
78498,0.245,0.055,0.071,1,0,1,5
78499,0.385,0.1,0.413,0,1,1,7
78500,0.51,0.11,0.5415,0,0,1,9
78501,0.535,0.12,0.6965,0,0,0,10
78502,0.37,0.1,0.281,1,0,1,7
78503,0.49,0.115,0.543,0,0,1,8
78504,0.46,0.115,0.4155,1,0,1,7
78505,0.585,0.15,1.0045,0,1,0,9
78506,0.645,0.16,1.2435,0,0,2,8
78507,0.565,0.15,0.8715,0,1,0,8
78508,0.705,0.19,1.885,0,1,2,11
78509,0.67,0.175,1.539,0,1,2,14
78510,0.32,0.085,0.1495,1,0,1,8
78511,0.565,0.15,0.8205,0,1,0,9
78512,0.42,0.1,0.378,1,0,1,7
78513,0.595,0.155,1.098,0,1,0,10
78514,0.36,0.09,0.1885,1,0,1,6
78515,0.725,0.21,1.7285,0,1,2,19
78516,0.455,0.105,0.4255,1,0,1,8
78517,0.625,0.12,1.09,0,1,0,10
78518,0.58,0.235,1.012,0,1,0,14
78519,0.53,0.13,0.581,1,0,1,10
78520,0.575,0.135,0.869,0,1,0,9
78521,0.61,0.19,1.2705,0,0,2,15
78522,0.585,0.17,0.845,1,0,0,12
78523,0.405,0.1,0.3895,1,0,1,7
78524,0.635,0.19,1.46,0,1,2,10
78525,0.55,0.14,0.849,1,0,0,8
78526,0.16,0.035,0.0145,0,1,1,6
78527,0.49,0.13,0.6135,1,0,0,8
78528,0.52,0.11,0.5815,1,0,1,9
78529,0.545,0.135,0.879,0,1,0,10
78530,0.55,0.135,0.636,1,0,0,8
78531,0.7,0.205,2.069,0,1,2,12
78532,0.405,0.105,0.262,0,0,1,9
78533,0.335,0.08,0.2015,1,0,1,6
78534,0.545,0.145,0.7305,1,0,0,11
78535,0.425,0.105,0.2805,1,0,1,9
78536,0.58,0.15,0.9265,0,1,0,10
78537,0.655,0.165,1.5805,0,1,2,11
78538,0.68,0.165,1.5585,0,1,2,11
78539,0.255,0.075,0.0885,1,0,1,5
78540,0.6,0.165,1.0565,0,0,0,9
78541,0.4,0.09,0.3245,1,0,1,7
78542,0.705,0.19,1.5245,0,1,2,10
78543,0.645,0.16,1.1145,0,0,0,9
78544,0.4,0.095,0.268,1,0,1,7
78545,0.575,0.15,0.872,0,1,0,10
78546,0.53,0.145,0.6655,1,0,0,9
78547,0.67,0.185,1.477,0,0,2,12
78548,0.72,0.205,2.173,0,1,2,11
78549,0.45,0.115,0.474,0,0,1,14
78550,0.62,0.23,1.1385,0,1,0,15
78551,0.47,0.115,0.5345,1,0,1,11
78552,0.56,0.15,0.834,0,1,0,9
78553,0.66,0.18,1.56,0,0,2,12
78554,0.55,0.14,0.926,0,1,0,16
78555,0.56,0.14,0.8265,0,0,0,16
78556,0.59,0.15,0.9805,0,0,0,8
78557,0.56,0.155,0.92,0,1,0,11
78558,0.5,0.145,0.5305,1,0,1,8
78559,0.595,0.175,1.514,0,0,2,13
78560,0.58,0.175,1.0385,1,0,0,10
78561,0.575,0.145,1.1345,0,0,0,13
78562,0.605,0.195,0.98,0,0,0,10
78563,0.525,0.14,0.7635,0,0,0,8
78564,0.66,0.185,1.528,0,1,2,11
78565,0.72,0.18,1.6195,0,0,2,10
78566,0.415,0.095,0.2645,1,0,1,7
78567,0.535,0.15,0.764,1,0,0,10
78568,0.5,0.145,0.6335,0,0,0,19
78569,0.35,0.09,0.1735,1,0,1,7
78570,0.41,0.1,0.3375,1,0,1,8
78571,0.235,0.04,0.0685,1,0,1,7
78572,0.315,0.08,0.127,1,0,1,9
78573,0.605,0.15,0.9905,0,0,0,10
78574,0.43,0.105,0.3315,1,0,1,7
78575,0.72,0.19,1.931,0,0,2,11
78576,0.575,0.16,0.897,0,0,0,8
78577,0.535,0.14,0.6755,0,1,0,8
78578,0.63,0.165,1.3685,0,0,2,9
78579,0.605,0.15,1.1255,0,0,0,12
78580,0.575,0.155,0.858,0,1,0,11
78581,0.605,0.16,1.0295,0,1,0,14
78582,0.62,0.145,1.0845,1,0,0,10
78583,0.28,0.06,0.0925,1,0,1,2
78584,0.325,0.075,0.1755,1,0,1,6
78585,0.535,0.145,0.712,0,1,0,11
78586,0.58,0.165,0.927,0,1,0,10
78587,0.595,0.175,1.1015,0,0,0,11
78588,0.605,0.17,1.1,0,0,0,10
78589,0.575,0.165,0.9845,0,0,0,11
78590,0.255,0.065,0.079,1,0,1,6
78591,0.525,0.125,0.6615,1,0,0,9
78592,0.66,0.175,1.583,0,0,2,9
78593,0.505,0.145,0.662,0,0,0,15
78594,0.645,0.16,1.3905,0,0,2,14
78595,0.575,0.14,0.872,0,1,0,9
78596,0.585,0.13,0.8795,0,1,0,9
78597,0.405,0.095,0.27,1,0,1,6
78598,0.53,0.14,0.7365,1,0,0,9
78599,0.53,0.135,0.7665,0,1,0,11
78600,0.525,0.135,0.925,0,0,0,14
78601,0.515,0.14,0.585,1,0,1,8
78602,0.56,0.165,1.0265,0,0,0,19
78603,0.62,0.175,0.927,0,1,0,11
78604,0.4,0.095,0.3295,1,0,1,7
78605,0.465,0.11,0.4265,0,0,1,9
78606,0.52,0.105,0.5795,1,0,1,8
78607,0.58,0.15,0.802,0,0,0,13
78608,0.61,0.17,1.1625,0,0,0,9
78609,0.47,0.15,0.5755,1,0,1,18
78610,0.575,0.145,0.9885,0,1,0,18
78611,0.575,0.155,0.9025,0,1,0,12
78612,0.58,0.145,1.1245,1,0,0,11
78613,0.275,0.07,0.083,1,0,1,6
78614,0.575,0.15,0.974,0,1,0,10
78615,0.55,0.15,0.8775,0,1,0,8
78616,0.585,0.135,0.9325,0,1,0,10
78617,0.625,0.175,1.254,0,0,2,9
78618,0.36,0.08,0.25,1,0,1,7
78619,0.68,0.175,1.5175,0,0,2,10
78620,0.53,0.125,0.8145,0,1,0,8
78621,0.525,0.14,0.7045,1,0,0,8
78622,0.28,0.07,0.12,1,0,1,6
78623,0.575,0.16,0.9585,0,1,0,9
78624,0.685,0.18,1.528,0,0,2,9
78625,0.34,0.075,0.1915,1,0,1,6
78626,0.485,0.115,0.5085,1,0,1,8
78627,0.31,0.075,0.14,0,1,1,5
78628,0.31,0.07,0.118,1,0,1,5
78629,0.6,0.135,0.983,0,0,0,10
78630,0.525,0.11,0.5885,1,0,1,7
78631,0.625,0.16,1.217,0,1,2,10
78632,0.445,0.095,0.4405,1,0,1,8
78633,0.62,0.16,1.1135,0,1,0,9
78634,0.7,0.2,1.7375,0,1,2,21
78635,0.65,0.17,1.2415,0,1,2,10
78636,0.65,0.19,1.4275,0,1,2,13
78637,0.635,0.175,1.262,0,0,2,8
78638,0.695,0.18,1.7405,0,0,2,9
78639,0.545,0.155,0.8565,0,0,0,13
78640,0.58,0.16,0.9685,0,1,0,17
78641,0.53,0.13,0.6315,1,0,0,9
78642,0.59,0.155,0.957,0,1,0,10
78643,0.245,0.055,0.0745,1,0,1,5
78644,0.625,0.175,1.403,0,0,2,11
78645,0.47,0.11,0.5095,1,0,1,8
78646,0.66,0.225,1.6305,0,1,2,15
78647,0.46,0.11,0.487,1,0,1,9
78648,0.255,0.075,0.0825,1,0,1,6
78649,0.535,0.13,0.7665,0,1,0,9
78650,0.63,0.165,1.2315,0,0,2,10
78651,0.64,0.185,1.4245,0,1,2,9
78652,0.545,0.135,0.7745,1,0,0,8
78653,0.37,0.1,0.27,1,0,1,7
78654,0.58,0.14,0.812,0,0,0,9
78655,0.275,0.08,0.1465,1,0,1,6
78656,0.545,0.13,0.7155,0,1,0,10
78657,0.55,0.13,0.7635,0,1,0,11
78658,0.69,0.184,1.707,0,0,2,11
78659,0.58,0.14,1.011,0,1,0,16
78660,0.63,0.175,1.376,0,1,2,8
78661,0.6,0.165,1.022,0,1,0,14
78662,0.355,0.085,0.2155,1,0,1,6
78663,0.41,0.115,0.2875,1,0,1,7
78664,0.45,0.14,0.498,1,0,1,7
78665,0.47,0.135,0.6125,0,1,0,10
78666,0.53,0.135,0.8365,0,0,0,9
78667,0.495,0.15,0.5965,0,1,1,9
78668,0.65,0.18,1.224,0,1,2,11
78669,0.555,0.135,0.7125,1,0,0,9
78670,0.28,0.08,0.1365,1,0,1,5
78671,0.605,0.145,0.952,0,1,0,8
78672,0.57,0.16,0.9395,0,0,0,13
78673,0.6,0.185,1.156,0,1,0,10
78674,0.445,0.11,0.4495,0,1,1,8
78675,0.66,0.165,1.489,0,1,2,14
78676,0.63,0.16,1.0915,0,1,0,9
78677,0.385,0.1,0.252,1,0,1,6
78678,0.405,0.09,0.3035,1,0,1,8
78679,0.515,0.15,0.6605,0,0,0,11
78680,0.37,0.09,0.243,0,1,1,7
78681,0.51,0.115,0.5625,1,0,1,9
78682,0.6,0.155,1.073,0,0,0,12
78683,0.545,0.14,0.7405,1,0,0,8
78684,0.67,0.19,1.5585,0,0,2,14
78685,0.53,0.135,0.7775,1,0,0,8
78686,0.675,0.165,1.5455,0,0,2,11
78687,0.51,0.14,0.6245,0,0,0,9
78688,0.45,0.115,0.5155,1,0,1,12
78689,0.57,0.16,0.98,0,1,0,12
78690,0.525,0.135,0.5615,0,0,1,11
78691,0.4,0.11,0.224,0,1,1,9
78692,0.31,0.07,0.1345,1,0,1,6
78693,0.565,0.145,0.8215,1,0,0,10
78694,0.6,0.165,1.1345,0,0,0,12
78695,0.575,0.14,0.8745,0,1,0,8
78696,0.545,0.14,0.7665,0,1,0,9
78697,0.655,0.22,1.359,0,0,2,12
78698,0.59,0.14,0.907,0,0,0,12
78699,0.6,0.19,1.122,0,0,0,17
78700,0.55,0.135,0.8275,0,0,0,9
78701,0.515,0.135,0.6635,0,1,0,9
78702,0.695,0.185,1.494,0,0,2,12
78703,0.67,0.195,1.32,0,0,2,11
78704,0.675,0.185,1.473,0,0,2,11
78705,0.46,0.105,0.48,1,0,1,8
78706,0.465,0.12,0.4265,0,0,1,11
78707,0.565,0.15,0.8205,1,0,0,9
78708,0.695,0.185,1.849,0,0,2,10
78709,0.37,0.1,0.2225,1,0,1,7
78710,0.245,0.055,0.0515,1,0,1,4
78711,0.57,0.155,1.066,1,0,0,10
78712,0.655,0.185,1.4195,0,1,2,14
78713,0.5,0.13,0.6635,0,1,0,14
78714,0.525,0.15,0.674,0,1,0,10
78715,0.58,0.15,0.838,0,0,0,9
78716,0.46,0.115,0.406,1,0,1,7
78717,0.37,0.08,0.1775,1,0,1,5
78718,0.585,0.17,0.9755,0,0,0,13
78719,0.2,0.065,0.0565,1,0,1,4
78720,0.53,0.135,0.7305,0,1,0,8
78721,0.395,0.08,0.2735,0,1,1,10
78722,0.4,0.1,0.3085,0,1,1,9
78723,0.55,0.15,0.7145,1,0,0,9
78724,0.18,0.055,0.038,0,1,1,4
78725,0.56,0.14,0.858,0,1,0,9
78726,0.46,0.115,0.38,1,0,1,8
78727,0.595,0.14,1.056,0,1,0,9
78728,0.65,0.175,1.463,0,1,2,11
78729,0.415,0.105,0.3945,1,0,1,7
78730,0.44,0.11,0.3915,1,0,1,9
78731,0.54,0.135,0.764,1,0,0,9
78732,0.5,0.135,0.547,0,1,1,9
78733,0.505,0.13,0.5765,1,0,1,9
78734,0.6,0.17,1.1835,0,0,0,14
78735,0.51,0.16,0.755,0,0,0,11
78736,0.575,0.15,0.871,0,1,0,17
78737,0.585,0.165,0.9355,0,1,0,9
78738,0.625,0.175,1.2975,0,0,2,9
78739,0.655,0.17,1.363,0,0,2,10
78740,0.57,0.15,0.8115,0,1,0,9
78741,0.59,0.135,0.8875,0,0,0,11
78742,0.53,0.13,0.732,0,1,0,9
78743,0.545,0.15,0.868,0,0,0,10
78744,0.605,0.15,1.0615,0,0,0,13
78745,0.605,0.16,1.1615,0,1,0,11
78746,0.615,0.15,1.0305,0,0,0,10
78747,0.455,0.105,0.405,0,1,1,9
78748,0.575,0.14,0.8685,0,1,0,8
78749,0.41,0.09,0.3025,1,0,1,6
78750,0.505,0.135,0.5575,0,1,1,11
78751,0.415,0.1,0.358,1,0,1,8
78752,0.705,0.19,1.938,0,0,2,12
78753,0.505,0.13,0.637,0,0,0,9
78754,0.5,0.11,0.498,1,0,1,8
78755,0.555,0.145,0.928,0,0,0,10
78756,0.675,0.205,1.4995,0,0,2,15
78757,0.255,0.065,0.0875,1,0,1,5
78758,0.485,0.135,0.597,1,0,1,9
78759,0.36,0.1,0.219,1,0,1,7
78760,0.68,0.185,1.6195,0,0,2,12
78761,0.59,0.14,0.966,1,0,0,9
78762,0.52,0.14,0.6425,0,0,0,8
78763,0.66,0.17,1.5175,0,1,2,10
78764,0.675,0.185,1.473,0,0,2,10
78765,0.37,0.085,0.232,0,1,1,9
78766,0.56,0.155,0.966,0,0,0,15
78767,0.67,0.175,1.3575,0,0,2,10
78768,0.47,0.115,0.542,1,0,1,7
78769,0.545,0.17,0.784,1,0,0,8
78770,0.345,0.095,0.199,1,0,1,7
78771,0.615,0.17,1.0185,0,0,0,10
78772,0.47,0.125,0.3905,0,0,1,8
78773,0.58,0.15,0.927,0,1,0,10
78774,0.53,0.165,0.804,1,0,0,10
78775,0.6,0.165,1.1405,0,0,0,19
78776,0.45,0.135,0.4515,0,1,1,9
78777,0.57,0.145,0.884,1,0,0,15
78778,0.67,0.175,1.3745,0,1,2,11
78779,0.505,0.12,0.5925,1,0,1,8
78780,0.53,0.13,0.639,1,0,0,8
78781,0.34,0.085,0.1855,1,0,1,6
78782,0.445,0.11,0.4095,1,0,1,8
78783,0.595,0.14,0.852,0,0,0,9
78784,0.545,0.165,0.658,1,0,0,8
78785,0.66,0.195,1.5185,0,0,2,10
78786,0.58,0.16,0.9505,0,1,0,8
78787,0.69,0.185,1.607,0,1,2,11
78788,0.67,0.175,1.5265,0,0,2,13
78789,0.525,0.14,0.873,0,1,0,7
78790,0.59,0.165,1.0285,0,1,0,8
78791,0.58,0.145,0.927,1,0,0,10
78792,0.23,0.045,0.0645,1,0,1,4
78793,0.61,0.14,1.0805,0,1,0,10
78794,0.645,0.165,1.327,0,0,2,10
78795,0.56,0.15,0.9175,1,0,0,9
78796,0.52,0.115,0.619,1,0,0,8
78797,0.59,0.13,0.967,0,1,0,8
78798,0.365,0.1,0.2105,1,0,1,7
78799,0.385,0.095,0.3245,1,0,1,6
78800,0.515,0.14,0.7355,0,1,0,8
78801,0.5,0.14,0.813,0,1,0,8
78802,0.625,0.17,1.093,0,0,0,11
78803,0.3,0.075,0.1345,1,0,1,6
78804,0.585,0.135,0.982,0,1,0,10
78805,0.395,0.095,0.2905,1,0,1,7
78806,0.43,0.11,0.4075,1,0,1,7
78807,0.57,0.135,0.7945,1,0,0,8
78808,0.625,0.17,1.262,0,0,2,9
78809,0.65,0.19,1.4135,0,1,2,11
78810,0.575,0.175,1.073,0,0,0,14
78811,0.725,0.175,1.6245,0,1,2,10
78812,0.57,0.15,0.8665,1,0,0,14
78813,0.28,0.075,0.1285,1,0,1,6
78814,0.655,0.16,1.0145,0,1,0,11
78815,0.49,0.12,0.5055,1,0,1,8
78816,0.575,0.155,1.007,0,0,0,11
78817,0.52,0.135,0.633,1,0,0,9
78818,0.52,0.12,0.6435,0,1,0,8
78819,0.625,0.175,1.4535,0,0,2,9
78820,0.575,0.12,0.9685,0,1,0,18
78821,0.515,0.12,0.6975,0,0,0,7
78822,0.45,0.1,0.4725,1,0,1,7
78823,0.595,0.16,1.087,0,1,0,16
78824,0.475,0.11,0.482,1,0,1,9
78825,0.55,0.14,0.858,0,0,0,9
78826,0.575,0.155,0.9155,0,1,0,8
78827,0.465,0.125,0.58,1,0,1,7
78828,0.545,0.135,0.8115,0,1,0,18
78829,0.45,0.145,0.5425,0,1,1,11
78830,0.7,0.165,1.742,0,1,2,11
78831,0.245,0.055,0.0685,1,0,1,5
78832,0.645,0.16,1.286,0,1,2,9
78833,0.505,0.15,0.627,0,1,0,10
78834,0.295,0.075,0.124,1,0,1,5
78835,0.57,0.15,0.874,0,1,0,12
78836,0.4,0.1,0.3685,1,0,1,7
78837,0.59,0.17,1.127,0,1,0,10
78838,0.32,0.08,0.1585,1,0,1,6
78839,0.375,0.09,0.226,1,0,1,6
78840,0.62,0.155,1.2895,1,0,2,9
78841,0.72,0.195,2.381,0,0,2,11
78842,0.515,0.145,0.7365,1,0,0,10
78843,0.59,0.13,1.0845,0,1,0,8
78844,0.59,0.15,0.9205,0,1,0,9
78845,0.59,0.145,0.9605,0,0,0,9
78846,0.605,0.165,1.274,0,1,2,13
78847,0.355,0.085,0.2455,1,0,1,6
78848,0.505,0.125,0.646,0,1,0,9
78849,0.57,0.155,0.7745,0,0,0,12
78850,0.64,0.18,1.403,0,1,2,17
78851,0.44,0.115,0.3945,0,0,1,11
78852,0.45,0.13,0.4018,0,0,1,12
78853,0.51,0.12,0.625,1,0,0,8
78854,0.385,0.09,0.2045,0,1,1,6
78855,0.5,0.155,0.6915,0,0,0,7
78856,0.4,0.09,0.3245,1,0,1,7
78857,0.575,0.15,1.012,0,1,0,19
78858,0.53,0.17,0.879,0,1,0,10
78859,0.485,0.105,0.5095,0,0,1,11
78860,0.675,0.175,1.4385,0,0,2,9
78861,0.49,0.12,0.5605,0,1,1,9
78862,0.545,0.14,0.858,0,1,0,13
78863,0.59,0.15,0.966,0,1,0,8
78864,0.185,0.04,0.0315,1,0,1,5
78865,0.45,0.105,0.3625,1,0,1,8
78866,0.46,0.125,0.5225,0,1,1,19
78867,0.53,0.12,0.7365,1,0,0,12
78868,0.525,0.135,0.7665,1,0,0,8
78869,0.685,0.19,1.533,0,0,2,11
78870,0.47,0.145,0.537,1,0,1,15
78871,0.595,0.175,1.178,0,0,0,15
78872,0.55,0.165,0.966,0,1,0,14
78873,0.515,0.125,0.639,1,0,0,9
78874,0.54,0.145,0.886,0,0,0,10
78875,0.645,0.19,1.463,0,0,2,15
78876,0.655,0.18,1.3435,0,1,2,12
78877,0.375,0.11,0.2985,1,0,1,7
78878,0.51,0.135,0.769,0,1,0,10
78879,0.55,0.14,0.817,0,0,0,13
78880,0.47,0.115,0.4865,1,0,1,9
78881,0.47,0.115,0.4895,0,0,1,10
78882,0.58,0.16,1.0295,0,1,0,9
78883,0.485,0.15,0.5565,0,0,1,10
78884,0.605,0.165,1.056,0,0,0,14
78885,0.695,0.195,2.198,0,0,2,12
78886,0.68,0.195,1.566,0,0,2,11
78887,0.565,0.17,0.8605,0,1,0,9
78888,0.57,0.14,0.8665,1,0,0,8
78889,0.61,0.15,0.9595,0,1,0,9
78890,0.475,0.12,0.4465,0,1,1,9
78891,0.45,0.09,0.3875,1,0,1,8
78892,0.5,0.13,0.6335,0,1,0,9
78893,0.5,0.15,0.6765,0,1,0,11
78894,0.575,0.165,1.0475,0,0,0,9
78895,0.585,0.165,1.053,0,1,0,9
78896,0.645,0.18,1.5175,0,1,2,9
78897,0.665,0.175,1.482,0,1,2,14
78898,0.63,0.15,0.9175,0,0,0,10
78899,0.695,0.2,1.626,0,0,2,10
78900,0.5,0.125,0.6675,1,0,0,8
78901,0.625,0.135,0.9285,0,1,0,17
78902,0.565,0.15,0.7125,1,0,0,8
78903,0.575,0.155,1.089,0,1,0,13
78904,0.64,0.205,1.779,0,0,2,20
78905,0.72,0.19,2.173,0,1,2,12
78906,0.72,0.22,2.032,0,1,2,10
78907,0.665,0.17,1.0645,0,1,0,9
78908,0.52,0.125,0.6765,1,0,0,8
78909,0.57,0.15,0.9325,0,1,0,10
78910,0.565,0.13,0.8435,0,0,0,14
78911,0.7,0.2,1.7605,0,1,2,13
78912,0.575,0.15,0.714,0,0,0,12
78913,0.465,0.1,0.4335,1,0,1,8
78914,0.62,0.16,1.0835,0,0,0,9
78915,0.425,0.1,0.2685,1,0,1,8
78916,0.575,0.15,0.907,0,0,0,8
78917,0.55,0.135,0.8155,0,1,0,10
78918,0.565,0.17,1.019,0,0,0,9
78919,0.575,0.15,0.8745,0,1,0,9
78920,0.445,0.11,0.4355,1,0,1,7
78921,0.44,0.12,0.5565,1,0,1,8
78922,0.595,0.175,0.9585,0,1,0,11
78923,0.72,0.215,1.908,0,0,2,17
78924,0.515,0.13,0.6295,0,0,0,9
78925,0.59,0.165,1.0285,0,1,0,8
78926,0.565,0.15,0.83,1,0,0,10
78927,0.56,0.15,0.871,1,0,0,9
78928,0.655,0.175,1.527,0,0,2,11
78929,0.385,0.085,0.257,1,0,1,7
78930,0.51,0.14,0.6905,0,1,0,9
78931,0.52,0.13,0.6395,1,0,0,8
78932,0.55,0.175,0.972,0,1,0,18
78933,0.715,0.185,1.825,0,0,2,12
78934,0.585,0.145,0.853,0,1,0,10
78935,0.505,0.115,0.625,0,1,0,8
78936,0.425,0.105,0.3535,0,1,1,13
78937,0.55,0.15,0.964,0,1,0,9
78938,0.595,0.15,1.2255,0,1,2,10
78939,0.605,0.155,0.945,0,0,0,12
78940,0.59,0.175,1.146,0,0,0,9
78941,0.67,0.185,1.3745,0,0,2,9
78942,0.58,0.14,0.874,1,0,0,8
78943,0.47,0.12,0.566,1,0,1,8
78944,0.58,0.17,1.247,0,1,2,17
78945,0.58,0.145,0.8205,0,1,0,9
